Title,Text,Author,Source,Label,,,
Trump Regrets Choosing Kavanaugh After Supreme Court Nominee Keeps Talking About How Much He Respects Women… https:,,The Onion,Twitter,Satirical,,,
Should The Oakland A’s Have Sent Brad Pitt To Persuade Kyler Murray? https:,,The Onion,Twitter,Satirical,,,
Driving Instructor Has Own Gas Pedal In Case Student Total Pussy https:,,The Onion,Twitter,Satirical,,,
RT @ClickHole: Nature Is Beautiful: A New Study Has Shown That When A Blue Whale Dies Its Body Can Feed Scientists For 3 Whole Years https:…,,The Onion,Twitter,Satirical,,,
Stumbling Drunk Chuck Grassley Warns Kavanaugh Accuser She Can Testify All She Wants But No One’s Going To Believe… https:,,The Onion,Twitter,Satirical,,,
Nation’s Dads Announce Plans To Trade In The Dodge For Something With A Little More Zip https:,,The Onion,Twitter,Satirical,,,
"This Week's Editorial Cartoon: ""The Fantastic Bore"" https:",,The Onion,Twitter,Satirical,,,
Worker Who Forgot Email Attachment Expects Coworkers To Forgive Her Just Like That https:,,The Onion,Twitter,Satirical,,,
"Human Slave From Future Remembers When Cyber Monday Was About Celebrating Savings, Not Robot Uprising… https:",,The Onion,Twitter,Satirical,,,
RT @ClickHole: Eco-Warriors: These Brave Environmental Activists Have Chained Themselves To A Humpback Whale To Protect It From Japanese Hu…,,The Onion,Twitter,Satirical,,,
Saudi Operative Mortified After Surveillance Footage Reveals He Wore Same Outfit As Khashoggi… https:,,The Onion,Twitter,Satirical,,,
Tips For A Successful Job Interview https:,,The Onion,Twitter,Satirical,,,
Report Finds More Than 2 Million U.S. Middle Schoolers And High Schoolers Have Vaped Marijuana… https:,,The Onion,Twitter,Satirical,,,
Community Theater Gives Part Of Blanche DuBois To Kathy Fucking Hamilton https:,,The Onion,Twitter,Satirical,,,
RT @ClickHole: Legends Of Sports: The Incredible Story Of When John McEnroe &amp; Babe Ruth Beat Jesse Owens &amp; Kristi Yamaguchi In A Three-Legg…,,The Onion,Twitter,Satirical,,,
Report: It A Miracle Nothing Has Punctured Your Eye Yet https:,,The Onion,Twitter,Satirical,,,
Nike Makes Colin Kaepernick Face Of New Ad Campaign https:,,The Onion,Twitter,Satirical,,,
Parents Formally Announce Transfer Of Expectations To Second Child https:,,The Onion,Twitter,Satirical,,,
Vending Machine Attendant Admits B3 Selection Has Changed A Lot Over The Years https:,,The Onion,Twitter,Satirical,,,
"Stan Lee, Creator Of Beloved Marvel Character Stan Lee, Dead At 95 https:",,The Onion,Twitter,Satirical,,,
Ted Cruz Vs. Beto O’Rourke https:,,The Onion,Twitter,Satirical,,,
Nation’s Huggers Announce Plans For You To Get Over Here https:,,The Onion,Twitter,Satirical,,,
"Passengers Feel Sorry For Flustered Toddler Traveling With Loud, Obnoxious Parents https:",,The Onion,Twitter,Satirical,,,
12-Year-Old’s Christmas List Demonstrates Heartbreaking Awareness Of Family’s Financial Predicament… https:,,The Onion,Twitter,Satirical,,,
"For the latest from the world’s most unstoppable media juggernaut, visit https:",,The Onion,Twitter,Satirical,,,
BREAKING: Mrs. Nichols Also Daniel’s Mom https:,,The Onion,Twitter,Satirical,,,
RT @ClickHole: Ultimate Disrespect: The White House Is Still Flying Its Flag Depicting John McCain Being Confused By A Pinecone https:,,The Onion,Twitter,Satirical,,,
William Barr Assures Senate He Will Let Donald Trump Finish His Job Without Any Interference https:,,The Onion,Twitter,Satirical,,,
Woman Builds Ironclad Case Proving Mila Kunis Looks Bad Without Makeup https:,,The Onion,Twitter,Satirical,,,
Area Man Somehow Even Less Popular Than He Was In High School https:,,The Onion,Twitter,Satirical,,,
Vaping By The Numbers https:,,The Onion,Twitter,Satirical,,,
Study: Most Concussions Can Be Prevented By Wearing Second Helmet https:,,The Onion,Twitter,Satirical,,,
"Disgusting, Unusable Shopping Cart Has Single Sprig Of Parsley In It https:",,The Onion,Twitter,Satirical,,,
Pope Francis Pens Scathing Letter About Abuse Scandal https:,,The Onion,Twitter,Satirical,,,
Fabled Lost City Of Gold Finally Discovered Off I-95 Outside Baltimore https:,,The Onion,Twitter,Satirical,,,
RT @ClickHole: Disgrace: The CEO Of Beans Has Stepped Down Amid Reports That There Can’t Be A CEO Of Beans https:,,The Onion,Twitter,Satirical,,,
"To see more unmatched reporting, visit https:",,The Onion,Twitter,Satirical,,,
Health Experts Urge Parents To Dramatically Reduce Childrens’ On-Screen Time https:,,The Onion,Twitter,Satirical,,,
".@SenSchumer: ""Phew, this is where constantly equivocating and avoiding any issue that’s even remotely controversia… https:",,The Onion,Twitter,Satirical,,,
This is awesome. I’ve been looking forward to this ever since season one. https:,,The Onion,Twitter,Satirical,,,
Active-Shooter Drills By The Numbers https:,,The Onion,Twitter,Satirical,,,
Stunned Family Watches As Grandmother Wolfs Down Sandwich In 33 Minutes https:,,The Onion,Twitter,Satirical,,,
"Review: ‘Super Smash Bros. Ultimate’ Sunk By Unforgivable Inclusion Of Kirby, One Of The Most Offensive Harmful Ste… https:",,The Onion,Twitter,Satirical,,,
Saudis Insist Missing Journalist Was Already Dismembered Before He Left Consulate https:,,The Onion,Twitter,Satirical,,,
RT @ClickHole: I Spent My Whole Life Defending Cruella De Vil. Then I Saw ‘101 Dalmatians.’ https:,,The Onion,Twitter,Satirical,,,
Frustrated Dad At Restaurant Just Wants A Normal Burger https:,,The Onion,Twitter,Satirical,,,
RT @TheOnion: Jim Acosta Immediately Decks White House Intern After Being Let Back Into Press Pool https:,,The Onion,Twitter,Satirical,,,
Nation’s Younger Cousins Announce Plans To Cry At Haunted Houses This Year https:,,The Onion,Twitter,Satirical,,,
Dunkin’ Donuts Unveils New Seasonal Rotting Jack-O’-Lantern Latte For End Of Fall https:,,The Onion,Twitter,Satirical,,,
"Putin Condemns Ukrainian People’s Unprovoked 1,000-Year Occupation Of South Russia https:",,The Onion,Twitter,Satirical,,,
Report: Average American Spends 25% Of Life Waiting In Line At Cell Phone Store https:,,The Onion,Twitter,Satirical,,,
Tear Gas Manufacturers Worried About Association With Everything Tear Gas Used For https:,,The Onion,Twitter,Satirical,,,
"Parents’ Password A Grotesque Combination Of Children’s Names, Birthdays https:",,The Onion,Twitter,Satirical,,,
Lofty Ambitions To Shovel Entire Width Of Driveway Scaled Back To Only Shoveling Thin Path For Car… https:,,The Onion,Twitter,Satirical,,,
Area Man Stops Self After Eating 3 Advent Calendars https:,,The Onion,Twitter,Satirical,,,
Newly Sober Kavanaugh Introduces Sponsor Who Says He Needs Supreme Court Seat As Part Of Recovery… https:,,The Onion,Twitter,Satirical,,,
Pitchfork Gives Music 6.8 https:,,The Onion,Twitter,Satirical,,,
"RT @ClickHole: Sasha And Malia Refuse To Smoke Cigarettes With Me, So I Will Never Speak To Them Again (By Barack Obama) https:",,The Onion,Twitter,Satirical,,,
A Look At The Class Of 2022 https:,,The Onion,Twitter,Satirical,,,
National News Highlights https:,,The Onion,Twitter,Satirical,,,
New 'Cut Off Your Genitals' Challenge Gains Popularity Among Teens Online https:,,The Onion,Twitter,Satirical,,,
Frightened Don Jr. Asks If He Can Sleep In Dad’s Bed After Bad Dream About Being Indicted https:,,The Onion,Twitter,Satirical,,,
Cute New Dog Helping Single Man Pick Up Tons Of Hot Shit https:,,The Onion,Twitter,Satirical,,,
Disney World Forced To Euthanize Character That Attacked Visitor https:,,The Onion,Twitter,Satirical,,,
Dead Teenager Remembered For Great Hand Jobs https:,,The Onion,Twitter,Satirical,,,
World War II Hero Cursed Out For Driving Speed Limit https:,,The Onion,Twitter,Satirical,,,
Saudi Arabia Sends Assassins To Dismember Entire International Community In Effort To Stifle Dissent… https:,,The Onion,Twitter,Satirical,,,
Study Finds Majority Of Deaths Caused By Failure To Heed Omens https:,,The Onion,Twitter,Satirical,,,
We’ve released a new transcript of the exchange between President Trump and ABC News’s Cecilia Vega that precisely… https://t.co/oFylNA9rBg,,The Onion,Twitter,Satirical,,,
RT @ClickHole: Harrowing: Listen To These People Talk About The First Time They Ran Out Of Radishes https:,,The Onion,Twitter,Satirical,,,
Ted Cruz Attempts To Connect With Voters By Wearing More Handsome Man’s Face As Mask https:,,The Onion,Twitter,Satirical,,,
Senate Passes Bipartisan Opioid Legislation https:,,The Onion,Twitter,Satirical,,,
Magpie Worried Mate Only Interested In Him For Collection Of Shiny Objects https:,,The Onion,Twitter,Satirical,,,
Christine Blasey Ford Testifies On Sexual Assault Allegations Against Brett Kavanaugh https:,,The Onion,Twitter,Satirical,,,
Egyptian Conservationists Fight To Protect Dwindling Mummy Population https:,,The Onion,Twitter,Satirical,,,
"RT @KartoonistKelly: Hold on. In a few days our long, national nightmare will be over. My latest: https:",,The Onion,Twitter,Satirical,,,
White Castle Now Selling Veggie Burger Sliders Nationwide https:,,The Onion,Twitter,Satirical,,,
Supercuts Now Offering To Give Customers Baths For $14.99 https:,,The Onion,Twitter,Satirical,,,
"The Week In Pictures – Week Of October 22, 2018 https:",,The Onion,Twitter,Satirical,,,
Study: Human Hearing Most Acute When Listening To Arguing Parents From Top Of Stairs https:,,The Onion,Twitter,Satirical,,,
New Smithsonian Exhibit Honors Thousands Of Pets Who Joined Workforce After Owners Left To Fight In World War II… https:,,The Onion,Twitter,Satirical,,,
4-Year-Old’s Optimism Just Making Things Worse For Area Family https:,,The Onion,Twitter,Satirical,,,
Steve King Vehemently Denies Comparing Immigrants To People https:,,The Onion,Twitter,Satirical,,,
NASA Designers Release Flirty New Space Skirt https:,,The Onion,Twitter,Satirical,,,
42% Of New Cancer Patients Lose Their Life Savings https:,,The Onion,Twitter,Satirical,,,
Boston Cruise Line Introduces New Whale Ramming Tour https:,,The Onion,Twitter,Satirical,,,
World’s Frogs Unveil 5-Million-Year Plan To Move Up Food Chain https:,,The Onion,Twitter,Satirical,,,
Chuck Grassley Scratches ‘Christine Blasey’s A Slut’ Into Senate Bathroom Stall https:,,The Onion,Twitter,Satirical,,,
"Trump Cancels Military Parade, Citing Price https:",,The Onion,Twitter,Satirical,,,
Man Tries Using Pink 6-Pound Bowling Ball To Great Amusement https:,,The Onion,Twitter,Satirical,,,
"Man Googles Matt Damon's Address Because, Well, He's Crazy And Wants To Murder Him https:",,The Onion,Twitter,Satirical,,,
Haunted Hayride Makes Extra-Spooky Turn Onto Interstate https:,,The Onion,Twitter,Satirical,,,
Proposed Legislation Would Require Airline Seats Meet Federal Ass Standards https:,,The Onion,Twitter,Satirical,,,
Kavanaugh Packing Gun At Congressional Hearing In Case Parkland Father Tries To Shake His Hand Again… https:,,The Onion,Twitter,Satirical,,,
‘New York Times’ Announces Appointment Of Anonymous Source As Editor-In-Chief https:,,The Onion,Twitter,Satirical,,,
Study: This Descended From Wolves https:,,The Onion,Twitter,Satirical,,,
Family Figures Grandpa Never Talks About WWII Because Nothing Interesting Happened To Him https:,,The Onion,Twitter,Satirical,,,
RT @ClickHole: Major Threat: The Jeans From ‘The Sisterhood Of The Traveling Pants’ Have Been Intercepted By ISIS https:,,The Onion,Twitter,Satirical,,,
Styrofoam Coffee Cup From Omaha Excited To Finally See Pacific Ocean https:,,The Onion,Twitter,Satirical,,,
Lisa Murkowski Admits She Thought Being Alaskan Senator Would Just Mean Having To Deal With Bears And Shit… https:,,The Onion,Twitter,Satirical,,,
"Annoying, Well-Adjusted Friend Even Fucking Meditating Now https:",,The Onion,Twitter,Satirical,,,
Study Finds Only 20% Of Seminary Graduates Go On To Become God https:,,The Onion,Twitter,Satirical,,,
Today's Weather Report https:,,The Onion,Twitter,Satirical,,,
Did You Know? https:,,The Onion,Twitter,Satirical,,,
Cyber Monday Retailers Pull In Record 700 Terabytes Of Consumers' Personal Information https:,,The Onion,Twitter,Satirical,,,
NRA Calls For Department Of Education To Provide Every Student With Body Bag https:,,The Onion,Twitter,Satirical,,,
Today's Weather Report https:,,The Onion,Twitter,Satirical,,,
Kotex Introduces New Confetti Popper Tampons For Ringing In The New Year https:,,The Onion,Twitter,Satirical,,,
Study Finds Humans Evolved Fingers To Stop Dropping Stuff https:,,The Onion,Twitter,Satirical,,,
New Ted Cruz Campaign Ad Features His Kids Begging For Beto O’Rourke To Be Their New Dad https:,,The Onion,Twitter,Satirical,,,
"Boss Wants Friendly, Relaxed Company Culture In Place By Friday https:",,The Onion,Twitter,Satirical,,,
Biological Life Regrets Waiting 2.3 Billion Years To Try Sex https:,,The Onion,Twitter,Satirical,,,
Trump Boys Smash Father’s Cell Phone To Search For Chinese Spies https:,,The Onion,Twitter,Satirical,,,
RT @ClickHole: Amazing! A Shaken Christian Bale Has Revealed The Only Preparation He Did To Play Dick Cheney Was Eating A Caesar Salad That…,,The Onion,Twitter,Satirical,,,
Sessions: ‘I Am Proud To Have Served White America’ https:,,The Onion,Twitter,Satirical,,,
Romantic Gesture Too Expensive To Waste On Current Girlfriend https:,,The Onion,Twitter,Satirical,,,
RT @ClickHole: Environmental Win: Conservationists Are Taking White Rhinos Off The Endangered Species List After The Bronx Zoo Found A Bunc…,,The Onion,Twitter,Satirical,,,
"To see more unmatched reporting, visit https:",,The Onion,Twitter,Satirical,,,
"RT @ClickHole: Ultimate Humiliation: This 7th-Grade Boy’s Mom Made Him Go Into Victoria’s Secret With Her While She Shopped For Thongs, And…",,The Onion,Twitter,Satirical,,,
Parents Honor Beloved Dead Grandmother By Naming Baby ‘GamGam’ https:,,The Onion,Twitter,Satirical,,,
Do The Buccaneers Regret Bringing In A Sexual Predator To Mentor Jameis Winston? https:,,The Onion,Twitter,Satirical,,,
Tim Burton Worried He Going Through A Bit Of A 14-Movie Slump https:,,The Onion,Twitter,Satirical,,,
Fox News Intern Fetching Coffee Tells Herself This Will All Pay Off When She Trump’s Secretary Of State One Day… https:,,The Onion,Twitter,Satirical,,,
India Decriminalizes Homosexuality https:,,The Onion,Twitter,Satirical,,,
Timeline Of Human Activity In Antarctica https:,,The Onion,Twitter,Satirical,,,
RT @ClickHole: Righting Wrongs: Subway’s New Spokesperson Is A Man Who Gained 300 Pounds Eating Its Sandwiches And Also Has No Plans To Act…,,The Onion,Twitter,Satirical,,,
Climate Scientists Confirm There's Still Time To Blow Up The Earth https:,,The Onion,Twitter,Satirical,,,
"For more world-renowned reportage, visit https:",,The Onion,Twitter,Satirical,,,
Man Going To Trust Society’s Determination That He Deserves His Privilege https:,,The Onion,Twitter,Satirical,,,
Man Who Has Clocked 137 Hours In RPG Can't Believe He Has To Waste Precious Time Watching Cutscenes… https:,,The Onion,Twitter,Satirical,,,
Stoned Extraterrestrial Stumbles Across Hidden Message After Listening To Golden Record Backwards… https:,,The Onion,Twitter,Satirical,,,
Did You Know? https:,,The Onion,Twitter,Satirical,,,
Man Has Carefully Calculated Timeline For Revealing Negative Personality Traits To New Girlfriend… https:,,The Onion,Twitter,Satirical,,,
NASA Catches Glimpse Of Hard-Charging Curiosity Rover Just Before InSight’s Communications Go Dark… https:,,The Onion,Twitter,Satirical,,,
CVS Cashier Can’t Wait To Accept $20 Bill From Customer Purchasing 3 Different Cough Medications… https:,,The Onion,Twitter,Satirical,,,
Innocuous Thing You Did In Public Prompts Inside Joke That Bonds Group Of Teens For Life https:,,The Onion,Twitter,Satirical,,,
U.S. Coal Consumption Drops To Lowest Level In 40 Years https:,,The Onion,Twitter,Satirical,,,
Today's Weather Report https:,,The Onion,Twitter,Satirical,,,
